INFO:root:This is an info message.
WARNING:root:This is a warning message.
ERROR:root:This is an error message.
CRITICAL:root:This is a critical message.
INFO:root:This is an informational message.
ERROR:root:Error occurred: division by zero
INFO:root:Program execution completed.
INFO:RotatingLogger:Log message 766
INFO:RotatingLogger:Log message 767
INFO:RotatingLogger:Log message 768
INFO:RotatingLogger:Log message 769
INFO:RotatingLogger:Log message 770
INFO:RotatingLogger:Log message 771
INFO:RotatingLogger:Log message 772
INFO:RotatingLogger:Log message 773
INFO:RotatingLogger:Log message 774
INFO:RotatingLogger:Log message 775
INFO:RotatingLogger:Log message 776
INFO:RotatingLogger:Log message 777
INFO:RotatingLogger:Log message 778
INFO:RotatingLogger:Log message 779
INFO:RotatingLogger:Log message 780
INFO:RotatingLogger:Log message 781
INFO:RotatingLogger:Log message 782
INFO:RotatingLogger:Log message 783
INFO:RotatingLogger:Log message 784
INFO:RotatingLogger:Log message 785
INFO:RotatingLogger:Log message 786
INFO:RotatingLogger:Log message 787
INFO:RotatingLogger:Log message 788
INFO:RotatingLogger:Log message 789
INFO:RotatingLogger:Log message 790
INFO:RotatingLogger:Log message 791
INFO:RotatingLogger:Log message 792
INFO:RotatingLogger:Log message 793
INFO:RotatingLogger:Log message 794
INFO:RotatingLogger:Log message 795
INFO:RotatingLogger:Log message 796
INFO:RotatingLogger:Log message 797
INFO:RotatingLogger:Log message 798
INFO:RotatingLogger:Log message 799
INFO:RotatingLogger:Log message 800
INFO:RotatingLogger:Log message 801
INFO:RotatingLogger:Log message 802
INFO:RotatingLogger:Log message 803
INFO:RotatingLogger:Log message 804
INFO:RotatingLogger:Log message 805
INFO:RotatingLogger:Log message 806
INFO:RotatingLogger:Log message 807
INFO:RotatingLogger:Log message 808
INFO:RotatingLogger:Log message 809
INFO:RotatingLogger:Log message 810
INFO:RotatingLogger:Log message 811
INFO:RotatingLogger:Log message 812
INFO:RotatingLogger:Log message 813
INFO:RotatingLogger:Log message 814
INFO:RotatingLogger:Log message 815
INFO:RotatingLogger:Log message 816
INFO:RotatingLogger:Log message 817
INFO:RotatingLogger:Log message 818
INFO:RotatingLogger:Log message 819
INFO:RotatingLogger:Log message 820
INFO:RotatingLogger:Log message 821
INFO:RotatingLogger:Log message 822
INFO:RotatingLogger:Log message 823
INFO:RotatingLogger:Log message 824
INFO:RotatingLogger:Log message 825
INFO:RotatingLogger:Log message 826
INFO:RotatingLogger:Log message 827
INFO:RotatingLogger:Log message 828
INFO:RotatingLogger:Log message 829
INFO:RotatingLogger:Log message 830
INFO:RotatingLogger:Log message 831
INFO:RotatingLogger:Log message 832
INFO:RotatingLogger:Log message 833
INFO:RotatingLogger:Log message 834
INFO:RotatingLogger:Log message 835
INFO:RotatingLogger:Log message 836
INFO:RotatingLogger:Log message 837
INFO:RotatingLogger:Log message 838
INFO:RotatingLogger:Log message 839
INFO:RotatingLogger:Log message 840
INFO:RotatingLogger:Log message 841
INFO:RotatingLogger:Log message 842
INFO:RotatingLogger:Log message 843
INFO:RotatingLogger:Log message 844
INFO:RotatingLogger:Log message 845
INFO:RotatingLogger:Log message 846
INFO:RotatingLogger:Log message 847
INFO:RotatingLogger:Log message 848
INFO:RotatingLogger:Log message 849
INFO:RotatingLogger:Log message 850
INFO:RotatingLogger:Log message 851
INFO:RotatingLogger:Log message 852
INFO:RotatingLogger:Log message 853
INFO:RotatingLogger:Log message 854
INFO:RotatingLogger:Log message 855
INFO:RotatingLogger:Log message 856
INFO:RotatingLogger:Log message 857
INFO:RotatingLogger:Log message 858
INFO:RotatingLogger:Log message 859
INFO:RotatingLogger:Log message 860
INFO:RotatingLogger:Log message 861
INFO:RotatingLogger:Log message 862
INFO:RotatingLogger:Log message 863
INFO:RotatingLogger:Log message 864
INFO:RotatingLogger:Log message 865
INFO:RotatingLogger:Log message 866
INFO:RotatingLogger:Log message 867
INFO:RotatingLogger:Log message 868
INFO:RotatingLogger:Log message 869
INFO:RotatingLogger:Log message 870
INFO:RotatingLogger:Log message 871
INFO:RotatingLogger:Log message 872
INFO:RotatingLogger:Log message 873
INFO:RotatingLogger:Log message 874
INFO:RotatingLogger:Log message 875
INFO:RotatingLogger:Log message 876
INFO:RotatingLogger:Log message 877
INFO:RotatingLogger:Log message 878
INFO:RotatingLogger:Log message 879
INFO:RotatingLogger:Log message 880
INFO:RotatingLogger:Log message 881
INFO:RotatingLogger:Log message 882
INFO:RotatingLogger:Log message 883
INFO:RotatingLogger:Log message 884
INFO:RotatingLogger:Log message 885
INFO:RotatingLogger:Log message 886
INFO:RotatingLogger:Log message 887
INFO:RotatingLogger:Log message 888
INFO:RotatingLogger:Log message 889
INFO:RotatingLogger:Log message 890
INFO:RotatingLogger:Log message 891
INFO:RotatingLogger:Log message 892
INFO:RotatingLogger:Log message 893
INFO:RotatingLogger:Log message 894
INFO:RotatingLogger:Log message 895
INFO:RotatingLogger:Log message 896
INFO:RotatingLogger:Log message 897
INFO:RotatingLogger:Log message 898
INFO:RotatingLogger:Log message 899
INFO:RotatingLogger:Log message 900
INFO:RotatingLogger:Log message 901
INFO:RotatingLogger:Log message 902
INFO:RotatingLogger:Log message 903
INFO:RotatingLogger:Log message 904
INFO:RotatingLogger:Log message 905
INFO:RotatingLogger:Log message 906
INFO:RotatingLogger:Log message 907
INFO:RotatingLogger:Log message 908
INFO:RotatingLogger:Log message 909
INFO:RotatingLogger:Log message 910
INFO:RotatingLogger:Log message 911
INFO:RotatingLogger:Log message 912
INFO:RotatingLogger:Log message 913
INFO:RotatingLogger:Log message 914
INFO:RotatingLogger:Log message 915
INFO:RotatingLogger:Log message 916
INFO:RotatingLogger:Log message 917
INFO:RotatingLogger:Log message 918
INFO:RotatingLogger:Log message 919
INFO:RotatingLogger:Log message 920
INFO:RotatingLogger:Log message 921
INFO:RotatingLogger:Log message 922
INFO:RotatingLogger:Log message 923
INFO:RotatingLogger:Log message 924
INFO:RotatingLogger:Log message 925
INFO:RotatingLogger:Log message 926
INFO:RotatingLogger:Log message 927
INFO:RotatingLogger:Log message 928
INFO:RotatingLogger:Log message 929
INFO:RotatingLogger:Log message 930
INFO:RotatingLogger:Log message 931
INFO:RotatingLogger:Log message 932
INFO:RotatingLogger:Log message 933
INFO:RotatingLogger:Log message 934
INFO:RotatingLogger:Log message 935
INFO:RotatingLogger:Log message 936
INFO:RotatingLogger:Log message 937
INFO:RotatingLogger:Log message 938
INFO:RotatingLogger:Log message 939
INFO:RotatingLogger:Log message 940
INFO:RotatingLogger:Log message 941
INFO:RotatingLogger:Log message 942
INFO:RotatingLogger:Log message 943
INFO:RotatingLogger:Log message 944
INFO:RotatingLogger:Log message 945
INFO:RotatingLogger:Log message 946
INFO:RotatingLogger:Log message 947
INFO:RotatingLogger:Log message 948
INFO:RotatingLogger:Log message 949
INFO:RotatingLogger:Log message 950
INFO:RotatingLogger:Log message 951
INFO:RotatingLogger:Log message 952
INFO:RotatingLogger:Log message 953
INFO:RotatingLogger:Log message 954
INFO:RotatingLogger:Log message 955
INFO:RotatingLogger:Log message 956
INFO:RotatingLogger:Log message 957
INFO:RotatingLogger:Log message 958
INFO:RotatingLogger:Log message 959
INFO:RotatingLogger:Log message 960
INFO:RotatingLogger:Log message 961
INFO:RotatingLogger:Log message 962
INFO:RotatingLogger:Log message 963
INFO:RotatingLogger:Log message 964
INFO:RotatingLogger:Log message 965
INFO:RotatingLogger:Log message 966
INFO:RotatingLogger:Log message 967
INFO:RotatingLogger:Log message 968
INFO:RotatingLogger:Log message 969
INFO:RotatingLogger:Log message 970
INFO:RotatingLogger:Log message 971
INFO:RotatingLogger:Log message 972
INFO:RotatingLogger:Log message 973
INFO:RotatingLogger:Log message 974
INFO:RotatingLogger:Log message 975
INFO:RotatingLogger:Log message 976
INFO:RotatingLogger:Log message 977
INFO:RotatingLogger:Log message 978
INFO:RotatingLogger:Log message 979
INFO:RotatingLogger:Log message 980
INFO:RotatingLogger:Log message 981
INFO:RotatingLogger:Log message 982
INFO:RotatingLogger:Log message 983
INFO:RotatingLogger:Log message 984
INFO:RotatingLogger:Log message 985
INFO:RotatingLogger:Log message 986
INFO:RotatingLogger:Log message 987
INFO:RotatingLogger:Log message 988
INFO:RotatingLogger:Log message 989
INFO:RotatingLogger:Log message 990
INFO:RotatingLogger:Log message 991
INFO:RotatingLogger:Log message 992
INFO:RotatingLogger:Log message 993
INFO:RotatingLogger:Log message 994
INFO:RotatingLogger:Log message 995
INFO:RotatingLogger:Log message 996
INFO:RotatingLogger:Log message 997
INFO:RotatingLogger:Log message 998
INFO:RotatingLogger:Log message 999
ERROR:root:File not found: [Errno 2] No such file or directory: 'non_existent_file.txt'
